业务域,query,意图,期望工具,期望参数,是否合理,备注,业务备注,,,,,,,,,,,,
体育,播放nba篮球直播赛,sports_match_search,sports_match_search,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""NBA""}, {""field"": ""sport_name"", ""value"": ""篮球""}, {""field"": ""live_state"", ""value"": ""2""}]}}",合理,,,,,,,,,,,,,,
体育,nba詹姆斯,sports_match_search,sports_match_search,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""NBA""}, {""field"": ""sport_star"", ""value"": ""詹姆斯""}]}}",合理,,,,,,,,,,,,,,
体育,预约德甲奥格斯堡对战弗莱堡比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""德甲""}, {""field"": ""sport_team"", ""value"": ""奥格斯堡""}, {""field"": ""sport_team"", ""value"": ""弗莱堡""}]}}",合理,,,,,,,,,,,,,,
体育,我要预约阿尔希拉尔队的球赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_team"", ""value"": ""阿尔希拉尔""}}",合理,,,,,,,,,,,,,,
体育,给我预约ac米兰的足球比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""ac米兰""}, {""field"": ""sport_name"", ""value"": ""足球""}]}}",合理,,,,,,,,,,,,,,
体育,我要预约杰伦布伦森的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_star"", ""value"": ""杰伦布伦森""}}",合理,,,,,,,,,,,,,,
体育,预约一下王曼昱1月31日的下场比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_time"", ""value"": ""20260131""}, {""field"": ""sport_star"", ""value"": ""王曼昱""}]}}",合理,,,,,,,,,,,,,,
体育,预约皇家马德里的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_team"", ""value"": ""皇家马德里""}}",合理,,,,,,,,,,,,,,
体育,请预约张本智和的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_star"", ""value"": ""张本智和""}}",合理,,,,,,,,,,,,,,
体育,预约贝尔格莱德红星的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_team"", ""value"": ""贝尔格莱德红星""}}",合理,,,,,,,,,,,,,,
体育,帮我预约一场nba球赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_game"", ""value"": ""NBA""}}",合理,,,,,,,,,,,,,,
体育,给我预约勒沃库森vs那不勒斯队的足球比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""勒沃库森""}, {""field"": ""sport_team"", ""value"": ""那不勒斯""}, {""field"": ""sport_name"", ""value"": ""足球""}]}}",合理,,,,,,,,,,,,,,
体育,给我预约杨家玉的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_star"", ""value"": ""杨家玉""}}",合理,,,,,,,,,,,,,,
体育,我要看黄蜂下一场比赛给我预约,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""黄蜂""}, {""field"": ""live_state"", ""value"": ""1""}]}}",存疑,"下一场的表达，是否按类似下一轮的逻辑提参会更准确，{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""黄蜂""}, {""field"": ""round_offset"", ""value"": ""1""}]}}",sports_match_forecast 应该走泛知识,,,,,,,,,,,,
体育,预约拜仁慕尼黑对多特蒙德队的球赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""拜仁慕尼黑""}, {""field"": ""sport_team"", ""value"": ""多特蒙德""}]}}",合理,,,,,,,,,,,,,,
体育,请预约张本智和1月30日的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_time"", ""value"": ""20260130""}, {""field"": ""sport_star"", ""value"": ""张本智和""}]}}",合理,,,,,,,,,,,,,,
体育,预约覃海洋的游泳比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_name"", ""value"": ""游泳""}, {""field"": ""sport_star"", ""value"": ""覃海洋""}]}}",合理,,,,,,,,,,,,,,
体育,给我预约1月24日nba常规赛太阳对战老鹰,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""NBA""}, {""field"": ""sport_team"", ""value"": ""太阳""}, {""field"": ""sport_team"", ""value"": ""老鹰""}, {""field"": ""sport_time"", ""value"": ""20260124""}, {""field"": ""sport_competition_phase"", ""value"": ""常规赛""}]}}",合理,,,,,,,,,,,,,,
体育,预约一下巴黎圣日耳曼vs里昂的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""巴黎圣日耳曼""}, {""field"": ""sport_team"", ""value"": ""里昂""}]}}",合理,,,,,,,,,,,,,,
体育,请预约奥林匹克里昂队的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_team"", ""value"": ""奥林匹克里昂""}}",合理,,,,,,,,,,,,,,
体育,帮我预约天津津门虎队的球赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_team"", ""value"": ""天津津门虎""}}",不合理,"{""query"": {""field"": ""sport_team"", ""value"": ""天津津门虎队""}}",同意,,,,,,,,,,,,
体育,帮我预约阿尔艾因的足球比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""阿尔艾因""}, {""field"": ""sport_name"", ""value"": ""足球""}]}}",合理,,,,,,,,,,,,,,
体育,我要预约一场勇士和爵士的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""勇士""}, {""field"": ""sport_team"", ""value"": ""爵士""}]}}",合理,,,,,,,,,,,,,,
体育,帮我预约曼联和利物浦的足球比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_name"", ""value"": ""足球""}, {""field"": ""sport_team"", ""value"": ""曼联""}, {""field"": ""sport_team"", ""value"": ""利物浦""}]}}",合理,,,,,,,,,,,,,,
体育,帮我预约王楚钦的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_star"", ""value"": ""王楚钦""}}",合理,,,,,,,,,,,,,,
体育,帮我预约一个英超的足球比赛直播,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""英超""}, {""field"": ""sport_name"", ""value"": ""足球""}]}}",合理,,,,,,,,,,,,,,
体育,请预约浙江职业队的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_team"", ""value"": ""浙江职业""}}",合理,,,,,,,,,,,,,,
体育,帮我预约弗拉门戈队的比赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_team"", ""value"": ""弗拉门戈""}}",合理,,,,,,,,,,,,,,
体育,预约意甲的球赛,sports_match_reservation,sports_match_reservation,"{""query"": {""field"": ""sport_game"", ""value"": ""意甲""}}",合理,,,,,,,,,,,,,,
体育,帮我预约25日阿斯顿维拉和勒沃库森的球赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_time"", ""value"": ""20260825""}, {""field"": ""sport_team"", ""value"": ""阿斯顿维拉""}, {""field"": ""sport_team"", ""value"": ""勒沃库森""}]}}",合理,,,,,,,,,,,,,,
体育,帮我预约阿斯顿维拉和勒沃库森的球赛,sports_match_reservation,sports_match_reservation,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""阿斯顿维拉""}, {""field"": ""sport_team"", ""value"": ""勒沃库森""}]}}",合理,,,,,,,,,,,,,,
体育,法国队半决赛谁能赢,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""法国队""}, {""field"": ""sport_competition_phase"", ""value"": ""半决赛""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
体育,中国队对阵韩国队的亚洲杯小组赛哪支球队能获得开门红,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""中国队""}, {""field"": ""sport_team"", ""value"": ""韩国队""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
体育,你猜世界杯小组赛英格兰对战克罗地亚谁能出线,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""世界杯""}, {""field"": ""sport_competition_phase"", ""value"": ""小组赛""}, {""field"": ""sport_team"", ""value"": ""英格兰""}, {""field"": ""sport_team"", ""value"": ""克罗地亚""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
体育,湖人客场挑战掘金的nba季后赛哪支球队取胜,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team_home"", ""value"": ""掘金""}, {""field"": ""sport_team_guest"", ""value"": ""湖人""}, {""field"": ""sport_game"", ""value"": ""NBA""}, {""field"": ""sport_competition_phase"", ""value"": ""季后赛""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
体育,预测一下昨天湖人的比赛,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""湖人""}, {""field"": ""sport_time"", ""value"": ""20260823""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
体育,世界杯比赛英格兰和阿根廷谁能赢,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""世界杯""}, {""field"": ""sport_team"", ""value"": ""英格兰""}, {""field"": ""sport_team"", ""value"": ""阿根廷""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
体育,帮我你猜一下马德里竞技pk塞维利亚谁能赢,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""马德里竞技""}, {""field"": ""sport_team"", ""value"": ""塞维利亚""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
体育,预测下冬奥会女子自由式滑雪比赛项目的前三名预测,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""冬奥会""}, {""field"": ""sport_name"", ""value"": ""女子自由式滑雪""}]}}",不合理,走泛知识,,,,,,,,,,,,,
体育,欧冠决赛皇马和曼城谁能捧起奖杯,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""皇马""}, {""field"": ""sport_team"", ""value"": ""曼城""}, {""field"": ""sport_game"", ""value"": ""欧冠""}, {""field"": ""sport_competition_phase"", ""value"": ""决赛""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
体育,世界杯小组赛阿根廷队能以小组第一出线吗,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""阿根廷""},  {""field"": ""sport_game"", ""value"": ""世界杯""}, {""field"": ""sport_competition_phase"", ""value"": ""小组赛""}]}}",不合理,走泛知识,,,,,,,,,,,,,
体育,英超联赛本赛季的冠军会是哪支球队,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""英超""}, {""field"": ""sport_season"", ""value"": ""本赛季""}]}}",不合理,走泛知识,,,,,,,,,,,,,
体育,游泳世锦赛中国队能否在奖牌榜上进入前三,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""游泳世锦赛""}, {""field"": ""sport_team"", ""value"": ""中国""}]}}",不合理,走泛知识,,,,,,,,,,,,,
体育,足总杯决赛曼城vs曼联谁能捧杯,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""足总杯""}, {""field"": ""sport_competition_phase"", ""value"": ""决赛""}, {""field"": ""sport_team"", ""value"": ""曼城""}, {""field"": ""sport_team"", ""value"": ""曼联""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
体育,wtt比赛孙颖莎和王曼昱比赛结果预测,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""wtt""}, {""field"": ""sport_star"", ""value"": ""孙颖莎""}, {""field"": ""sport_star"", ""value"": ""王曼昱""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
体育,预测一下进入世界杯决赛的队伍吧,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_competition_phase"", ""value"": ""决赛""}, {""field"": ""sport_game"", ""value"": ""世界杯""}]}}",不合理,走泛知识,,,,,,,,,,,,,
体育,预测nba季后赛的比赛结果,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""NBA""}, {""field"": ""sport_competition_phase"", ""value"": ""季后赛""}]}}",不合理,走泛知识,,,,,,,,,,,,,
体育,猜一下2月份的乒乓球亚洲杯的比分,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""乒乓球亚洲杯""}, {""field"": ""sport_time_range"", ""from"": ""20260201 00:00:00"", ""to"": ""20260228 23:59:59""}]}}",不合理,走泛知识,,,,,,,,,,,,,
体育,你猜测花样滑冰锦标赛谁能赢,sports_forecast,sports_match_forecast,"{""query"": {""field"": ""sport_game"", ""value"": ""花样滑冰锦标赛""}}",不合理,走泛知识,,,,,,,,,,,,,
体育,cba季后赛中广东宏远能否实现三连冠,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""cba""},{""field"": ""sport_team"", ""value"": ""广东宏远""}, {""field"": ""sport_competition_phase"", ""value"": ""季后赛""}]}}",不合理,走泛知识,,,,,,,,,,,,,
体育,你猜测冬奥会的钢架雪车比赛哪个国家会夺冠,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""冬奥会""},{""field"": ""sport_name"", ""value"": ""钢架雪车""}]}}",不合理,走泛知识,,,,,,,,,,,,,
体育,猜一下世界杯葡萄牙队能取得冠军吗,sports_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""世界杯""},{""field"": ""sport_team"", ""value"": ""葡萄牙""}]}}",不合理,走泛知识,,,,,,,,,,,,,
体育,世界杯谁能夺冠,sports_forecast,sports_match_forecast,"{""query"": {""field"": ""sport_game"", ""value"": ""世界杯""}}",不合理,走泛知识,,,,,,,,,,,,,
,我要看公牛主场对篮网的比赛,sports_match_search,sports_match_search,"{""query"": {""and"": [{""field"": ""sport_team_home"", ""value"": ""公牛""}, {""field"": ""sport_team_guest"", ""value"": ""篮网""}]}}",合理,,,,,,,,,,,,,,
,看马德里竞技客场PK阿拉维斯足球赛,sports_match_search,sports_match_search,"{""query"": {""and"": [{""field"": ""sport_team_home"", ""value"": ""阿拉维斯""}, {""field"": ""sport_team_guest"", ""value"": ""马德里竞技""}, {""field"": ""sport_name"", ""value"": ""足球""}]}}",合理,,,,,,,,,,,,,,
,打开国际米兰主场对乌迪内斯的比赛,sports_match_search,sports_match_search,"{""query"": {""and"": [{""field"": ""sport_team_home"", ""value"": ""国际米兰""}, {""field"": ""sport_team_guest"", ""value"": ""乌迪内斯""}]}}",合理,,,,,,,,,,,,,,
,搜索多特蒙德主场VS圣保利比赛,sports_match_search,sports_match_search,"{""query"": {""and"": [{""field"": ""sport_team_home"", ""value"": ""多特蒙德""}, {""field"": ""sport_team_guest"", ""value"": ""圣保利""}]}}",合理,,,,,,,,,,,,,,
,布鲁日主场对战阿森纳的比赛,sports_match_search,sports_match_search,"{""query"": {""and"": [{""field"": ""sport_team_home"", ""value"": ""布鲁日""}, {""field"": ""sport_team_guest"", ""value"": ""阿森纳""}]}}",合理,,,,,,,,,,,,,,
,葡萄牙最近的比赛,sports_match_search,sports_match_search,"{""query"": {""field"": ""sport_team"", ""value"": ""葡萄牙""}}",合理,,,,,,,,,,,,,,
,皇马下场比赛谁能赢,sports_match_forecast,sports_match_forecast,"{""query"": {""field"": ""sport_team"", ""value"": ""皇马""}}",不合理,"缺少下场，应为{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""皇马""}, {""field"": ""round_offset"", ""value"": ""1""}]}}",,,,,,,,,,,,,
,天津谁能赢,sports_match_forecast,sports_match_forecast,"{""query"": {""field"": ""sport_team"", ""value"": ""天津""}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
,法国队半决赛谁能赢,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""法国队""}, {""field"": ""sport_competition_phase"", ""value"": ""半决赛""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
,巴黎圣日耳曼对阵里尔的这场法甲比赛，谁能取得胜利？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""法甲""}, {""field"": ""sport_team"", ""value"": ""巴黎圣日耳曼""}, {""field"": ""sport_team"", ""value"": ""里尔""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
,摩纳哥主场迎战洛里昂，最终会是主队赢球还是客队爆冷？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team_home"", ""value"": ""摩纳哥""}, {""field"": ""sport_team_guest"", ""value"": ""洛里昂""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
,拜仁慕尼黑主场迎战多特蒙德，这场德甲“国家德比谁能取胜？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""德甲""}, {""field"": ""sport_team_home"", ""value"": ""拜仁慕尼黑""}, {""field"": ""sport_team_guest"", ""value"": ""多特蒙德""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
,尤文图斯和AC米兰的意甲交锋，哪支球队能占据优势赢球？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""尤文图斯""}, {""field"": ""sport_team"", ""value"": ""AC米兰""}]}}",不合理,缺少意甲,,,,,,,,,,,,,
,阿森纳客场挑战曼联，谁能在这场英超强强对话中笑到最后？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""英超""}, {""field"": ""sport_team_home"", ""value"": ""曼联""}, {""field"": ""sport_team_guest"", ""value"": ""阿森纳""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
,湖人客场挑战掘金的NBA季后赛，哪支球队取胜？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team_home"", ""value"": ""掘金""}, {""field"": ""sport_team_guest"", ""value"": ""湖人""}]}}",不合理,缺少季后赛,,,,,,,,,,,,,
,孙颖莎与王曼昱的WTT女单对决，谁能赢？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_star"", ""value"": ""孙颖莎""}, {""field"": ""sport_star"", ""value"": ""王曼昱""}, {""field"": ""sport_game"", ""value"": ""WTT""}, {""field"": ""sport_name"", ""value"": ""女单""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
,CBA总决赛辽宁队对阵浙江队，谁能拿下赛点？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""辽宁""}, {""field"": ""sport_team"", ""value"": ""浙江""}, {""field"": ""sport_game"", ""value"": ""CBA""}]}}",不合理,缺少总决赛,,,,,,,,,,,,,
,中国女排对阵美国女排的世锦赛小组赛，哪支球队能获胜？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""中国女排""}, {""field"": ""sport_team"", ""value"": ""美国女排""}, {""field"": ""sport_game"", ""value"": ""世锦赛""}, {""field"": ""sport_competition_phase"", ""value"": ""小组赛""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
,石宇奇与昆昆拉武特的男单对决，谁能取得比赛胜利？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_star"", ""value"": ""石宇奇""}, {""field"": ""sport_star"", ""value"": ""昆拉武特""}, {""field"": ""sport_name"", ""value"": ""男单""}]}}",不合理,query中名字错误了,同意,,,,,,,,,,,,
,朱雨玲迎战韩莹的WTT女单比赛，谁能最后晋级？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_game"", ""value"": ""WTT""}, {""field"": ""sport_name"", ""value"": ""女单""}, {""field"": ""sport_star"", ""value"": ""朱雨玲""}, {""field"": ""sport_star"", ""value"": ""韩莹""}]}}",存疑 ,sports_match_forecast 应该走泛知识,,,,,,,,,,,,,
,皇马下一场对阵马竞，谁的赢面更大？,sports_match_forecast,sports_match_forecast,"{""query"": {""and"": [{""field"": ""sport_team"", ""value"": ""皇马""}, {""field"": ""sport_team"", ""value"": ""马竞""}, {""field"": ""live_state"", ""value"": ""1""}]}}",存疑,"下一场的表达，是否用下一轮更好，{""query"": {""and"": [{""field"": ""sport_team"", ""values"": [""皇马"", ""马竞""], ""operator"": ""and""}, {""field"": ""round_offset"", ""value"": ""1""}]}}",sports_match_forecast 应该走泛知识,,,,,,,,,,,,
